,generations,grammar,dataset,generation,accuracy,f1_score
175,30,assuncao,organmnist_axial,20,0.8693141341209412,0.8694902062416077
176,30,assuncao,organmnist_axial,21,0.8700453639030457,0.8701946338017782
177,30,assuncao,organmnist_axial,22,0.8700453639030457,0.8701946338017782
178,30,assuncao,organmnist_axial,23,0.8700453639030457,0.8701946338017782
179,30,assuncao,organmnist_axial,24,0.8739078442255656,0.8740196824073792
180,30,assuncao,organmnist_axial,25,0.8739078442255656,0.8740196824073792
181,30,assuncao,organmnist_axial,26,0.8739078442255656,0.8740196824073792
182,30,assuncao,organmnist_axial,27,0.8739078442255656,0.8740196824073792
183,30,assuncao,organmnist_axial,28,0.8739078442255656,0.8740196824073792
184,30,assuncao,organmnist_axial,29,0.8739078442255656,0.8740196824073792
185,30,assuncao,organmnist_axial,30,0.8739078442255656,0.8740196824073792
186,30,assuncao,pathmnist,0,0.6014856100082397,0.552509605884552
187,30,assuncao,pathmnist,1,0.7012070814768473,0.6982764800389608
188,30,assuncao,pathmnist,2,0.7012070814768473,0.6982764800389608
189,30,assuncao,pathmnist,3,0.7340761621793112,0.7134894927342733
190,30,assuncao,pathmnist,4,0.7340761621793112,0.7134894927342733
191,30,assuncao,pathmnist,5,0.7371866305669149,0.7294149001439413
192,30,assuncao,pathmnist,6,0.7733519077301025,0.771329383055369
193,30,assuncao,pathmnist,7,0.7733519077301025,0.771329383055369
194,30,assuncao,pathmnist,8,0.7733519077301025,0.771329383055369
195,30,assuncao,pathmnist,9,0.7733519077301025,0.771329383055369
196,30,assuncao,pathmnist,10,0.7733519077301025,0.771329383055369
197,30,assuncao,pathmnist,11,0.7733519077301025,0.771329383055369
198,30,assuncao,pathmnist,12,0.7733519077301025,0.771329383055369
199,30,assuncao,pathmnist,13,0.7758124470710754,0.7745854457219442
200,30,assuncao,pathmnist,14,0.7898328900337219,0.7854942878087362
201,30,assuncao,pathmnist,15,0.7898328900337219,0.7854942878087362
202,30,assuncao,pathmnist,16,0.7898328900337219,0.7854942878087362
203,30,assuncao,pathmnist,17,0.7898328900337219,0.7854942878087362
204,30,assuncao,pathmnist,18,0.7898328900337219,0.7854942878087362
205,30,assuncao,pathmnist,19,0.7974466482798258,0.7953823010126749
206,30,assuncao,pathmnist,20,0.7974466482798258,0.7953823010126749
207,30,assuncao,pathmnist,21,0.7988393902778625,0.7953823010126749
208,30,assuncao,pathmnist,22,0.7994893391927084,0.7953823010126749
209,30,assuncao,pathmnist,23,0.7994893391927084,0.7953823010126749
210,30,assuncao,pathmnist,24,0.7994893391927084,0.7982981006304423
211,30,assuncao,pathmnist,25,0.7994893391927084,0.7982981006304423
212,30,assuncao,pathmnist,26,0.8070566654205322,0.8079630136489868
213,30,assuncao,pathmnist,27,0.8070566654205322,0.8079630136489868
214,30,assuncao,pathmnist,28,0.8070566654205322,0.8079630136489868
215,30,assuncao,pathmnist,29,0.8253017862637838,0.8241269191106161
216,30,assuncao,pathmnist,30,0.8253017862637838,0.8241269191106161
217,30,delima,cifar10,0,0.5978333751360575,0.5883676211039225
218,30,delima,cifar10,1,0.6001666982968649,0.5883676211039225
219,30,delima,cifar10,2,0.6065000295639038,0.5883676211039225
220,30,delima,cifar10,3,0.6203333536783854,0.6021226644515991
221,30,delima,cifar10,4,0.6203333536783854,0.6021226644515991
222,30,delima,cifar10,5,0.6203333536783854,0.6034517288208008
223,30,delima,cifar10,6,0.6203333536783854,0.6034517288208008
224,30,delima,cifar10,7,0.6203333536783854,0.6034517288208008
225,30,delima,cifar10,8,0.6203333536783854,0.6034517288208008
226,30,delima,cifar10,9,0.6203333536783854,0.6034517288208008
227,30,delima,cifar10,10,0.6203333536783854,0.6034517288208008
228,30,delima,cifar10,11,0.6241666873296102,0.6034517288208008
229,30,delima,cifar10,12,0.6241666873296102,0.6055508454640707
230,30,delima,cifar10,13,0.6251666943232218,0.6055508454640707
231,30,delima,cifar10,14,0.6251666943232218,0.6055508454640707
232,30,delima,cifar10,15,0.6251666943232218,0.6055508454640707
233,30,delima,cifar10,16,0.6318333546320597,0.6107489069302877
234,30,delima,cifar10,17,0.6318333546320597,0.6107489069302877
235,30,delima,cifar10,18,0.6318333546320597,0.6107489069302877
236,30,delima,cifar10,19,0.6318333546320597,0.6107489069302877
237,30,delima,cifar10,20,0.6318333546320597,0.6107489069302877
238,30,delima,cifar10,21,0.6318333546320597,0.6107489069302877
239,30,delima,cifar10,22,0.6318333546320597,0.6107489069302877
240,30,delima,cifar10,23,0.6318333546320597,0.6107489069302877
241,30,delima,cifar10,24,0.6318333546320597,0.6107489069302877
242,30,delima,cifar10,25,0.637166698773702,0.6145597298940023
243,30,delima,cifar10,26,0.637166698773702,0.6145597298940023
244,30,delima,cifar10,27,0.637166698773702,0.6145597298940023
245,30,delima,cifar10,28,0.637166698773702,0.6145597298940023
246,30,delima,cifar10,29,0.637166698773702,0.6145597298940023
247,30,delima,cifar10,30,0.637166698773702,0.6193279027938843
248,30,delima,eurosat,0,0.6842592358589172,0.6659721732139587
249,30,delima,eurosat,1,0.7373456557591757,0.7205707232157389
250,30,delima,eurosat,2,0.8222222129503886,0.8062032063802084
251,30,delima,eurosat,3,0.8222222129503886,0.8062032063802084
252,30,delima,eurosat,4,0.8222222129503886,0.8062032063802084
253,30,delima,eurosat,5,0.8222222129503886,0.8100081483523051
254,30,delima,eurosat,6,0.8222222129503886,0.8100081483523051
255,30,delima,eurosat,7,0.8222222129503886,0.815575361251831
256,30,delima,eurosat,8,0.8222222129503886,0.815575361251831
257,30,delima,eurosat,9,0.8222222129503886,0.815575361251831
258,30,delima,eurosat,10,0.8348765174547831,0.8301237225532532
259,30,delima,eurosat,11,0.8672839403152466,0.8661268750826517
260,30,delima,eurosat,12,0.8672839403152466,0.8661268750826517
261,30,delima,eurosat,13,0.8672839403152466,0.8661268750826517
262,30,delima,eurosat,14,0.8672839403152466,0.8661268750826517
263,30,delima,eurosat,15,0.8672839403152466,0.8661268750826517
264,30,delima,eurosat,16,0.8672839403152466,0.8661268750826517
265,30,delima,eurosat,17,0.8672839403152466,0.8661268750826517
266,30,delima,eurosat,18,0.8672839403152466,0.8661268750826517
267,30,delima,eurosat,19,0.8845678766568502,0.8833187619845072
268,30,delima,eurosat,20,0.8845678766568502,0.8833187619845072
269,30,delima,eurosat,21,0.8845678766568502,0.8833187619845072
270,30,delima,eurosat,22,0.8845678766568502,0.8833187619845072
271,30,delima,eurosat,23,0.8845678766568502,0.8833187619845072
272,30,delima,eurosat,24,0.8845678766568502,0.8833187619845072
273,30,delima,eurosat,25,0.8845678766568502,0.8833187619845072
274,30,delima,eurosat,26,0.8845678766568502,0.8833187619845072
275,30,delima,eurosat,27,0.8845678766568502,0.8833187619845072
276,30,delima,eurosat,28,0.8876543045043945,0.8862045208613077
277,30,delima,eurosat,29,0.8876543045043945,0.8862045208613077
278,30,delima,eurosat,30,0.8876543045043945,0.8862045208613077
279,30,delima,kmnist,0,0.937000036239624,0.9380197326342264
280,30,delima,kmnist,1,0.937000036239624,0.9380197326342264
281,30,delima,kmnist,2,0.9376667340596517,0.9381614327430725
282,30,delima,kmnist,3,0.9376667340596517,0.9381614327430725
283,30,delima,kmnist,4,0.9376667340596517,0.9381614327430725
284,30,delima,kmnist,5,0.9376667340596517,0.9381614327430725
285,30,delima,kmnist,6,0.9376667340596517,0.9381614327430725
286,30,delima,kmnist,7,0.9461667140324911,0.9479325215021769
287,30,delima,kmnist,8,0.9461667140324911,0.9479325215021769
288,30,delima,kmnist,9,0.9461667140324911,0.9479325215021769
289,30,delima,kmnist,10,0.9505000313123068,0.9506725072860718
290,30,delima,kmnist,11,0.9505000313123068,0.9506725072860718
291,30,delima,kmnist,12,0.9505000313123068,0.9506725072860718
292,30,delima,kmnist,13,0.9505000313123068,0.9506725072860718
293,30,delima,kmnist,14,0.9511667092641195,0.9521605968475342
294,30,delima,kmnist,15,0.9511667092641195,0.9521605968475342
295,30,delima,kmnist,16,0.9511667092641195,0.9521605968475342
296,30,delima,kmnist,17,0.9511667092641195,0.9521605968475342
297,30,delima,kmnist,18,0.9511667092641195,0.9521605968475342
298,30,delima,kmnist,19,0.9511667092641195,0.9521605968475342
299,30,delima,kmnist,20,0.9511667092641195,0.9521605968475342
300,30,delima,kmnist,21,0.9511667092641195,0.9521605968475342
301,30,delima,kmnist,22,0.9541667103767395,0.9552627801895142
302,30,delima,kmnist,23,0.9541667103767395,0.9552627801895142
303,30,delima,kmnist,24,0.9541667103767395,0.9552627801895142
304,30,delima,kmnist,25,0.9541667103767395,0.9552627801895142
305,30,delima,kmnist,26,0.9541667103767395,0.9552627801895142
306,30,delima,kmnist,27,0.9541667103767395,0.9552627801895142
307,30,delima,kmnist,28,0.9541667103767395,0.9552627801895142
308,30,delima,kmnist,29,0.9541667103767395,0.9552627801895142
309,30,delima,kmnist,30,0.9541667103767395,0.9552627801895142
310,30,delima,mnist,0,0.983666718006134,0.9834420680999756
311,30,delima,mnist,1,0.983666718006134,0.9834420680999756
312,30,delima,mnist,2,0.9865000446637472,0.9867725968360901
313,30,delima,mnist,3,0.9881667296091715,0.9881661732991537
314,30,delima,mnist,4,0.9881667296091715,0.9881661732991537
315,30,delima,mnist,5,0.9881667296091715,0.9881661732991537
316,30,delima,mnist,6,0.9881667296091715,0.9881661732991537
317,30,delima,mnist,7,0.9881667296091715,0.9881661732991537
318,30,delima,mnist,8,0.9881667296091715,0.9881661732991537
319,30,delima,mnist,9,0.9881667296091715,0.9881661732991537
320,30,delima,mnist,10,0.9881667296091715,0.9881661732991537
321,30,delima,mnist,11,0.9881667296091715,0.9881661732991537
322,30,delima,mnist,12,0.9881667296091715,0.9881661732991537
323,30,delima,mnist,13,0.9893333713213602,0.9889219999313354
324,30,delima,mnist,14,0.9893333713213602,0.9889219999313354
325,30,delima,mnist,15,0.9893333713213602,0.9889219999313354
326,30,delima,mnist,16,0.9893333713213602,0.9889219999313354
327,30,delima,mnist,17,0.9893333713213602,0.9889219999313354
328,30,delima,mnist,18,0.9893333713213602,0.9889219999313354
329,30,delima,mnist,19,0.9893333713213602,0.9889219999313354
330,30,delima,mnist,20,0.9893333713213602,0.9889219999313354
331,30,delima,mnist,21,0.9893333713213602,0.9889219999313354
332,30,delima,mnist,22,0.9893333713213602,0.9889219999313354
333,30,delima,mnist,23,0.9893333713213602,0.9889219999313354
334,30,delima,mnist,24,0.9893333713213602,0.9889219999313354
335,30,delima,mnist,25,0.9893333713213602,0.9889219999313354
336,30,delima,mnist,26,0.9893333713213602,0.9889219999313354
337,30,delima,mnist,27,0.9906667272249857,0.9902447462081909
338,30,delima,mnist,28,0.9906667272249857,0.9902447462081909
339,30,delima,mnist,29,0.9906667272249857,0.9902447462081909
340,30,delima,mnist,30,0.9906667272249857,0.9902447462081909
341,30,delima,octmnist,0,0.6236666838328043,0.6214533050855001
342,30,delima,octmnist,1,0.6236666838328043,0.6214533050855001
343,30,delima,octmnist,2,0.6236666838328043,0.6214533050855001
344,30,delima,octmnist,3,0.6396666963895162,0.636765201886495
345,30,delima,octmnist,4,0.6396666963895162,0.636765201886495
346,30,delima,octmnist,5,0.6643333633740743,0.662841002146403
347,30,delima,octmnist,6,0.6643333633740743,0.6699528296788534
348,30,delima,octmnist,7,0.6643333633740743,0.6699528296788534
349,30,delima,octmnist,8,0.6643333633740743,0.6699528296788534
350,30,delima,octmnist,9,0.6643333633740743,0.6699528296788534
351,30,delima,octmnist,10,0.6643333633740743,0.6699528296788534
352,30,delima,octmnist,11,0.6643333633740743,0.6699528296788534
353,30,delima,octmnist,12,0.6793333689371744,0.677303413550059
354,30,delima,octmnist,13,0.6793333689371744,0.677303413550059
355,30,delima,octmnist,14,0.6793333689371744,0.677303413550059
356,30,delima,octmnist,15,0.6923333605130514,0.6883059740066528
357,30,delima,octmnist,16,0.6923333605130514,0.6883059740066528
358,30,delima,octmnist,17,0.6923333605130514,0.6883059740066528
359,30,delima,octmnist,18,0.6923333605130514,0.6883059740066528
360,30,delima,octmnist,19,0.6923333605130514,0.6883059740066528
361,30,delima,octmnist,20,0.6923333605130514,0.6883059740066528
362,30,delima,octmnist,21,0.6923333605130514,0.688718299070994
363,30,delima,octmnist,22,0.6923333605130514,0.688718299070994
364,30,delima,octmnist,23,0.6923333605130514,0.688718299070994
365,30,delima,octmnist,24,0.6923333605130514,0.688718299070994
366,30,delima,octmnist,25,0.6923333605130514,0.688718299070994
367,30,delima,octmnist,26,0.6923333605130514,0.688718299070994
368,30,delima,octmnist,27,0.6923333605130514,0.688718299070994
369,30,delima,octmnist,28,0.6923333605130514,0.688718299070994
370,30,delima,octmnist,29,0.6923333605130514,0.688718299070994
371,30,delima,octmnist,30,0.6923333605130514,0.688718299070994
372,30,delima,organmnist_axial,0,0.8267334302266439,0.826522171497345
373,30,delima,organmnist_axial,1,0.8612892429033915,0.8615397810935974
374,30,delima,organmnist_axial,2,0.8612892429033915,0.8615397810935974
375,30,delima,organmnist_axial,3,0.8612892429033915,0.8615397810935974
376,30,delima,organmnist_axial,4,0.8612892429033915,0.8615397810935974
377,30,delima,organmnist_axial,5,0.8612892429033915,0.8615397810935974
378,30,delima,organmnist_axial,6,0.8612892429033915,0.8615397810935974
379,30,delima,organmnist_axial,7,0.8612892429033915,0.8615397810935974
380,30,delima,organmnist_axial,8,0.8612892429033915,0.8615397810935974
381,30,delima,organmnist_axial,9,0.8612892429033915,0.8615397810935974
382,30,delima,organmnist_axial,10,0.8612892429033915,0.8615397810935974
383,30,delima,organmnist_axial,11,0.8653579354286194,0.8658561706542969
384,30,delima,organmnist_axial,12,0.8653579354286194,0.8658561706542969
385,30,delima,organmnist_axial,13,0.8683766523996989,0.8678392171859741
386,30,delima,organmnist_axial,14,0.8683766523996989,0.8678392171859741
387,30,delima,organmnist_axial,15,0.8683766523996989,0.8678392171859741
388,30,delima,organmnist_axial,16,0.8691078821818033,0.8694656689961752
389,30,delima,organmnist_axial,17,0.8890014092127482,0.8888648549715678
390,30,delima,organmnist_axial,18,0.8890014092127482,0.8888648549715678
391,30,delima,organmnist_axial,19,0.8890014092127482,0.8888648549715678
392,30,delima,organmnist_axial,20,0.8890014092127482,0.8888648549715678
393,30,delima,organmnist_axial,21,0.8954700628916422,0.8957302570343018
394,30,delima,organmnist_axial,22,0.8954700628916422,0.8957302570343018
395,30,delima,organmnist_axial,23,0.8954700628916422,0.8957302570343018
396,30,delima,organmnist_axial,24,0.8954700628916422,0.8957302570343018
397,30,delima,organmnist_axial,25,0.8954700628916422,0.8957302570343018
398,30,delima,organmnist_axial,26,0.8954700628916422,0.8957302570343018
399,30,delima,organmnist_axial,27,0.8954700628916422,0.8957302570343018
400,30,delima,organmnist_axial,28,0.8954700628916422,0.8957302570343018
401,30,delima,organmnist_axial,29,0.8954700628916422,0.8957302570343018
402,30,delima,organmnist_axial,30,0.8967825373013815,0.897254486878713
403,30,delima,pathmnist,0,0.6869081060091654,0.6720201969146729
404,30,delima,pathmnist,1,0.735608180363973,0.6976014971733093
405,30,delima,pathmnist,2,0.7427112460136414,0.7225089073181152
406,30,delima,pathmnist,3,0.7641597191492716,0.7560630639394125
407,30,delima,pathmnist,4,0.7641597191492716,0.7560630639394125
408,30,delima,pathmnist,5,0.7816620270411173,0.7723810275395712
409,30,delima,pathmnist,6,0.7954039176305135,0.7901414831479391
410,30,delima,pathmnist,7,0.7954039176305135,0.7901414831479391
411,30,delima,pathmnist,8,0.7977251807848612,0.7901414831479391
412,30,delima,pathmnist,9,0.7977251807848612,0.7901414831479391
413,30,delima,pathmnist,10,0.810213585694631,0.8056930502255758
414,30,delima,pathmnist,11,0.8324976960817972,0.8316995700200399
415,30,delima,pathmnist,12,0.8324976960817972,0.8316995700200399
416,30,delima,pathmnist,13,0.8324976960817972,0.8316995700200399
417,30,delima,pathmnist,14,0.8328691124916077,0.8318739334742228
418,30,delima,pathmnist,15,0.8706128398577372,0.868451992670695
