fenotipo,acuracia
(((conv*1)pool-)*1)fc*2*64*lr-0.1,0.09787879139184952
(((conv*1))*2)fc*1*256*lr-0.001,0.6118181943893433
(((conv*1))*3)fc*1*512*lr-0.1,0.09939394146203995
(((conv*3)pool-dropout)*3)fc*1*512*lr-0.1,0.10696969926357269
(((conv*2)bnorm-pool-)*1)fc*2*64*lr-0.001,0.6700000166893005
(((conv*3)pool-dropout)*1)fc*2*256*lr-0.01,0.44787877798080444
(((conv*3)bnorm-pool-dropout)*3)fc*0*256*lr-0.1,0.4551515281200409
(((conv*1)bnorm-)*2)fc*1*64*lr-0.0001,0.6169697046279907
(((conv*2)bnorm-)*3)fc*1*512*lr-0.0001,0.6760606169700623
(((conv*2)pool-dropout)*1)fc*1*512*lr-0.001,0.7281818389892578
(((conv*1)bnorm-pool-dropout)*2)fc*2*512*lr-0.01,0.668181836605072
(((conv*3)bnorm-pool-dropout)*3)fc*2*128*lr-0.1,0.10696969926357269
(((conv*1))*1)fc*2*512*lr-0.0001,0.6157575845718384
(((conv*3))*2)fc*0*256*lr-0.001,0.6633333563804626
(((conv*2)pool-dropout)*3)fc*2*128*lr-0.1,0.09272727370262146
(((conv*2)bnorm-)*3)fc*0*256*lr-0.01,0.6172727346420288
(((conv*1))*1)fc*0*64*lr-0.1,0.09787879139184952
(((conv*3)bnorm-pool-)*3)fc*2*128*lr-0.01,0.7945454716682434
(((conv*3)pool-dropout)*1)fc*2*256*lr-0.1,0.09787879139184952
(((conv*1)pool-)*2)fc*0*512*lr-0.0001,0.6436363458633423
(((conv*2))*2)fc*2*256*lr-0.01,0.09787879139184952
(((conv*1)bnorm-)*3)fc*0*128*lr-0.0001,0.6160606145858765
(((conv*3)pool-dropout)*2)fc*1*128*lr-0.0001,0.7878788113594055
(((conv*2)pool-)*1)fc*1*512*lr-0.001,0.6784848570823669
(((conv*3))*2)fc*2*512*lr-0.0001,0.6524242162704468
(((conv*1)bnorm-)*3)fc*0*256*lr-0.01,0.5342424511909485
(((conv*1))*1)fc*1*512*lr-0.001,0.5993939638137817
(((conv*1)pool-)*2)fc*0*256*lr-0.001,0.7063636183738708
(((conv*1))*3)fc*2*512*lr-0.01,0.09787879139184952
(((conv*1)bnorm-)*2)fc*1*512*lr-0.001,0.6172727346420288
(((conv*1)pool-)*3)fc*0*512*lr-0.01,0.5839393734931946
(((conv*2)pool-dropout)*1)fc*0*512*lr-0.01,0.5857575535774231
(((conv*1)pool-)*2)fc*1*64*lr-0.1,0.09787879139184952
(((conv*1)bnorm-pool-)*2)fc*2*512*lr-0.1,0.09878788143396378
(((conv*2))*1)fc*1*512*lr-0.001,0.6415151357650757
(((conv*2)pool-dropout)*1)fc*0*128*lr-0.0001,0.6733333468437195
(((conv*3))*2)fc*0*256*lr-0.0001,0.6257575750350952
(((conv*3)bnorm-)*3)fc*0*128*lr-0.1,0.12060605734586716
(((conv*3))*3)fc*0*64*lr-0.01,0.09575757384300232
(((conv*2)bnorm-)*3)fc*1*256*lr-0.0001,0.6372727155685425
(((conv*3))*1)fc*0*64*lr-0.01,0.10969696938991547
(((conv*1)bnorm-)*3)fc*2*128*lr-0.1,0.09878788143396378
(((conv*1)bnorm-pool-dropout)*3)fc*0*512*lr-0.001,0.6969696879386902
(((conv*1)bnorm-)*3)fc*2*512*lr-0.0001,0.6021212339401245
(((conv*1)bnorm-)*2)fc*1*256*lr-0.1,0.0960606038570404
(((conv*3)bnorm-)*3)fc*0*64*lr-0.001,0.6839393973350525
(((conv*3)bnorm-)*3)fc*0*128*lr-0.001,0.6221212148666382
(((conv*1)bnorm-)*2)fc*2*256*lr-0.01,0.5827272534370422
(((conv*1)pool-dropout)*2)fc*1*256*lr-0.001,0.7375757694244385
(((conv*1))*1)fc*2*128*lr-0.001,0.5706060528755188
(((conv*2)pool-dropout)*2)fc*2*512*lr-0.0001,0.7696969509124756
(((conv*1)bnorm-)*2)fc*0*64*lr-0.001,0.5403030514717102
(((conv*2)bnorm-pool-dropout)*1)fc*2*128*lr-0.01,0.6333333253860474
(((conv*3)bnorm-pool-dropout)*1)fc*0*64*lr-0.001,0.7696969509124756
(((conv*1)pool-dropout)*1)fc*0*64*lr-0.0001,0.6342424154281616
(((conv*1)pool-dropout)*2)fc*0*64*lr-0.1,0.09969697147607803
(((conv*2))*1)fc*0*64*lr-0.1,0.09939394146203995
(((conv*3)pool-dropout)*2)fc*0*64*lr-0.1,0.09787879139184952
(((conv*3)pool-dropout)*1)fc*0*256*lr-0.001,0.7496969699859619
(((conv*3)pool-dropout)*2)fc*1*256*lr-0.0001,0.767575740814209
(((conv*2))*1)fc*2*256*lr-0.1,0.09878788143396378
(((conv*3))*3)fc*1*512*lr-0.1,0.10696969926357269
(((conv*3)pool-dropout)*1)fc*1*64*lr-0.0001,0.7045454382896423
(((conv*1)bnorm-pool-dropout)*3)fc*2*256*lr-0.1,0.09272727370262146
(((conv*3))*1)fc*0*512*lr-0.1,0.09878788143396378
(((conv*3)pool-dropout)*2)fc*1*256*lr-0.1,0.10696969926357269
(((conv*1)bnorm-)*1)fc*0*64*lr-0.001,0.5121212005615234
(((conv*2)bnorm-pool-dropout)*1)fc*1*256*lr-0.0001,0.7300000190734863
(((conv*1))*3)fc*0*512*lr-0.001,0.6184848546981812
(((conv*3)bnorm-)*3)fc*2*128*lr-0.001,0.6869696974754333
(((conv*1)bnorm-pool-dropout)*1)fc*0*512*lr-0.0001,0.6696969866752625
(((conv*3)pool-dropout)*2)fc*1*128*lr-0.01,0.09272727370262146
(((conv*2)pool-dropout)*2)fc*1*64*lr-0.01,0.09939394146203995
(((conv*3)bnorm-pool-)*2)fc*2*256*lr-0.01,0.7512121200561523
(((conv*1)bnorm-pool-)*3)fc*0*128*lr-0.001,0.6630303263664246
(((conv*1)pool-dropout)*2)fc*0*128*lr-0.001,0.7157575488090515
(((conv*2)bnorm-pool-)*2)fc*2*256*lr-0.0001,0.6848484873771667
(((conv*3)bnorm-)*3)fc*0*256*lr-0.001,0.6403030157089233
(((conv*3)pool-dropout)*1)fc*0*128*lr-0.0001,0.710303008556366
(((conv*1)bnorm-pool-)*3)fc*2*64*lr-0.0001,0.649696946144104
(((conv*3)pool-)*2)fc*2*256*lr-0.0001,0.6803030371665955
(((conv*1)pool-)*1)fc*2*512*lr-0.001,0.646060585975647
(((conv*2)pool-dropout)*2)fc*1*512*lr-0.0001,0.7718181610107422
(((conv*3)pool-dropout)*2)fc*2*256*lr-0.0001,0.7857576012611389
(((conv*1)pool-)*2)fc*2*512*lr-0.1,0.09575757384300232
(((conv*1))*1)fc*0*256*lr-0.0001,0.6066666841506958
(((conv*3))*2)fc*2*64*lr-0.1,0.09272727370262146
(((conv*2)bnorm-)*3)fc*1*256*lr-0.001,0.7163636088371277
(((conv*2)pool-)*3)fc*0*64*lr-0.001,0.7572727203369141
(((conv*1)bnorm-pool-dropout)*1)fc*0*128*lr-0.1,0.4636363685131073
(((conv*3)pool-dropout)*1)fc*0*512*lr-0.01,0.09787879139184952
(((conv*2))*3)fc*1*512*lr-0.1,0.09787879139184952
(((conv*2))*1)fc*2*64*lr-0.001,0.6139394044876099
(((conv*3)pool-)*3)fc*1*128*lr-0.01,0.09878788143396378
(((conv*1)bnorm-)*1)fc*0*128*lr-0.01,0.42848485708236694
(((conv*1)bnorm-pool-dropout)*1)fc*2*64*lr-0.01,0.5824242234230042
(((conv*2)bnorm-pool-dropout)*3)fc*2*128*lr-0.1,0.09878788143396378
(((conv*3)bnorm-pool-)*2)fc*2*128*lr-0.1,0.09969697147607803
(((conv*1)bnorm-pool-)*3)fc*2*128*lr-0.001,0.721818208694458
(((conv*3)pool-)*3)fc*1*256*lr-0.1,0.09575757384300232
(((conv*2)bnorm-pool-dropout)*1)fc*1*128*lr-0.01,0.09787879139184952
(((conv*1)bnorm-)*2)fc*0*128*lr-0.1,0.4012121260166168
(((conv*3)bnorm-)*1)fc*2*128*lr-0.01,0.5881817936897278
(((conv*2)pool-dropout)*2)fc*1*256*lr-0.0001,0.7836363911628723
(((conv*1))*2)fc*0*64*lr-0.01,0.10969696938991547
(((conv*3)pool-)*1)fc*2*512*lr-0.1,0.09787879139184952
(((conv*1)bnorm-pool-)*3)fc*2*512*lr-0.0001,0.6854545474052429
(((conv*2)pool-)*1)fc*0*512*lr-0.0001,0.6742424368858337
(((conv*1)bnorm-)*3)fc*1*128*lr-0.1,0.10696969926357269
(((conv*1))*2)fc*1*64*lr-0.01,0.10696969926357269
(((conv*1)bnorm-pool-)*1)fc*2*128*lr-0.1,0.10696969926357269
(((conv*2))*2)fc*0*256*lr-0.01,0.09575757384300232
(((conv*3))*1)fc*1*128*lr-0.1,0.09939394146203995
(((conv*3))*2)fc*0*64*lr-0.01,0.09787879139184952
(((conv*1)pool-)*3)fc*1*256*lr-0.0001,0.6984848380088806
(((conv*2)bnorm-pool-)*3)fc*0*256*lr-0.1,0.7415151596069336
(((conv*3))*2)fc*2*128*lr-0.1,0.09787879139184952
(((conv*2)pool-)*2)fc*0*128*lr-0.0001,0.7121211886405945
(((conv*1)bnorm-pool-)*1)fc*1*512*lr-0.1,0.09575757384300232
(((conv*1)bnorm-)*2)fc*2*256*lr-0.1,0.09787879139184952
(((conv*2)bnorm-pool-dropout)*1)fc*1*128*lr-0.1,0.09272727370262146
(((conv*1)bnorm-)*3)fc*0*128*lr-0.1,0.2781818211078644
(((conv*3)bnorm-pool-dropout)*3)fc*1*256*lr-0.0001,0.8506060838699341
(((conv*1))*3)fc*1*512*lr-0.001,0.6536363363265991
(((conv*1)pool-)*2)fc*2*128*lr-0.001,0.6878787875175476
(((conv*1))*2)fc*0*64*lr-0.001,0.6242424249649048
(((conv*1))*1)fc*0*64*lr-0.0001,0.610909104347229
(((conv*2)bnorm-)*2)fc*1*64*lr-0.0001,0.6433333158493042
(((conv*3)bnorm-pool-dropout)*3)fc*0*512*lr-0.001,0.8272727131843567
(((conv*3))*1)fc*2*512*lr-0.001,0.6590909361839294
(((conv*3))*3)fc*0*64*lr-0.1,0.09787879139184952
(((conv*3))*3)fc*2*64*lr-0.001,0.10969696938991547
(((conv*1)bnorm-)*1)fc*0*128*lr-0.001,0.5242424011230469
(((conv*2)bnorm-pool-)*2)fc*0*256*lr-0.0001,0.7012121081352234
(((conv*3)pool-)*3)fc*0*128*lr-0.0001,0.7351515293121338
(((conv*1)pool-)*3)fc*0*64*lr-0.1,0.09787879139184952
(((conv*3)bnorm-pool-)*1)fc*1*512*lr-0.001,0.6784848570823669
(((conv*2)pool-)*3)fc*1*256*lr-0.01,0.09939394146203995
(((conv*2)bnorm-pool-)*3)fc*0*64*lr-0.1,0.753333330154419
(((conv*3)pool-)*1)fc*0*256*lr-0.0001,0.6757575869560242
(((conv*1))*2)fc*0*256*lr-0.0001,0.6487878561019897
(((conv*1)bnorm-)*1)fc*0*512*lr-0.0001,0.5981818437576294
(((conv*3)pool-)*2)fc*2*64*lr-0.1,0.10121212154626846
(((conv*1)bnorm-)*2)fc*0*256*lr-0.01,0.5199999809265137
(((conv*2))*2)fc*2*512*lr-0.1,0.09878788143396378
(((conv*1)bnorm-pool-dropout)*2)fc*0*256*lr-0.0001,0.699696958065033
(((conv*1)bnorm-pool-dropout)*2)fc*0*64*lr-0.01,0.6275757551193237
(((conv*1)pool-dropout)*1)fc*2*128*lr-0.1,0.09272727370262146
(((conv*1)pool-)*2)fc*1*512*lr-0.001,0.7209091186523438
(((conv*2)pool-dropout)*1)fc*2*128*lr-0.1,0.09787879139184952
(((conv*2)bnorm-pool-)*1)fc*0*64*lr-0.001,0.6424242258071899
(((conv*1)bnorm-pool-)*3)fc*0*64*lr-0.1,0.3184848427772522
(((conv*2)bnorm-pool-dropout)*3)fc*2*512*lr-0.001,0.8327272534370422
(((conv*1))*2)fc*1*256*lr-0.01,0.09272727370262146
(((conv*3)bnorm-pool-dropout)*3)fc*2*512*lr-0.0001,0.8321211934089661
(((conv*3)bnorm-pool-dropout)*1)fc*1*64*lr-0.0001,0.706969678401947
(((conv*1)bnorm-)*1)fc*1*64*lr-0.001,0.539696991443634
(((conv*3)bnorm-pool-)*2)fc*2*512*lr-0.01,0.7390909194946289
(((conv*2))*1)fc*2*64*lr-0.0001,0.6406060457229614
(((conv*2))*3)fc*2*128*lr-0.0001,0.6712121367454529
(((conv*3)bnorm-)*3)fc*1*256*lr-0.1,0.10121212154626846
(((conv*3)bnorm-)*3)fc*2*128*lr-0.1,0.09939394146203995
(((conv*3)bnorm-pool-dropout)*3)fc*0*128*lr-0.1,0.18696969747543335
(((conv*1)bnorm-pool-)*1)fc*1*512*lr-0.0001,0.6909090876579285
(((conv*2)bnorm-)*3)fc*2*64*lr-0.0001,0.6666666865348816
(((conv*1))*3)fc*0*128*lr-0.1,0.10121212154626846
(((conv*1)pool-)*3)fc*1*512*lr-0.01,0.5618181824684143
(((conv*2)pool-dropout)*3)fc*0*256*lr-0.01,0.09969697147607803
(((conv*2))*1)fc*1*512*lr-0.1,0.10969696938991547
(((conv*1)bnorm-pool-dropout)*2)fc*2*512*lr-0.001,0.7448484897613525
(((conv*3)bnorm-)*3)fc*2*64*lr-0.001,0.09878788143396378
(((conv*1)pool-dropout)*2)fc*0*64*lr-0.0001,0.6515151262283325
(((conv*2)bnorm-pool-)*3)fc*0*128*lr-0.1,0.49636363983154297
(((conv*2)bnorm-pool-)*3)fc*1*128*lr-0.001,0.7984848618507385
(((conv*1)pool-dropout)*3)fc*1*256*lr-0.0001,0.7142423987388611
(((conv*1)bnorm-)*2)fc*0*512*lr-0.0001,0.5984848737716675
(((conv*3)bnorm-)*3)fc*1*256*lr-0.0001,0.6630303263664246
(((conv*1))*2)fc*1*64*lr-0.0001,0.6424242258071899
(((conv*1)pool-dropout)*1)fc*0*64*lr-0.1,0.09939394146203995
(((conv*3)bnorm-)*3)fc*1*64*lr-0.1,0.09878788143396378
(((conv*2)bnorm-pool-)*2)fc*2*512*lr-0.001,0.7739393711090088
(((conv*3)pool-)*3)fc*1*64*lr-0.001,0.7624242305755615
(((conv*2))*1)fc*0*256*lr-0.001,0.6339393854141235
(((conv*3)bnorm-pool-)*3)fc*2*64*lr-0.001,0.8151515126228333
(((conv*1)bnorm-pool-)*1)fc*1*64*lr-0.001,0.5809090733528137
(((conv*3)bnorm-)*2)fc*0*512*lr-0.001,0.7118181586265564
(((conv*3)pool-)*3)fc*2*512*lr-0.1,0.10696969926357269
(((conv*2)bnorm-pool-dropout)*2)fc*0*128*lr-0.1,0.6187878847122192
(((conv*2)bnorm-pool-dropout)*1)fc*1*512*lr-0.0001,0.7339394092559814
(((conv*1))*3)fc*0*64*lr-0.1,0.09878788143396378
(((conv*3))*2)fc*0*256*lr-0.01,0.09939394146203995
(((conv*3)pool-)*2)fc*1*256*lr-0.0001,0.713939368724823
(((conv*1)bnorm-)*2)fc*1*128*lr-0.1,0.10696969926357269
(((conv*2)bnorm-pool-)*1)fc*1*128*lr-0.001,0.6336363554000854
(((conv*3)bnorm-pool-)*2)fc*1*512*lr-0.01,0.7612121105194092
(((conv*3)bnorm-pool-dropout)*1)fc*0*512*lr-0.01,0.6772727370262146
(((conv*2)bnorm-)*3)fc*0*256*lr-0.001,0.6066666841506958
(((conv*2)bnorm-pool-dropout)*1)fc*1*128*lr-0.001,0.7239394187927246
(((conv*1)pool-dropout)*2)fc*0*512*lr-0.1,0.09878788143396378
(((conv*1)bnorm-pool-dropout)*2)fc*2*256*lr-0.001,0.7066666483879089
(((conv*1))*3)fc*0*512*lr-0.01,0.09272727370262146
(((conv*2)bnorm-)*3)fc*2*512*lr-0.01,0.24727272987365723
(((conv*1)bnorm-)*1)fc*0*256*lr-0.0001,0.5751515030860901
(((conv*3))*2)fc*1*512*lr-0.01,0.09969697147607803
(((conv*1))*2)fc*1*64*lr-0.1,0.10969696938991547
(((conv*1))*2)fc*1*128*lr-0.1,0.09969697147607803
(((conv*2))*1)fc*2*128*lr-0.01,0.4866666793823242
(((conv*3))*2)fc*2*256*lr-0.1,0.10121212154626846
(((conv*3))*1)fc*0*256*lr-0.0001,0.6657575964927673
(((conv*2)pool-dropout)*1)fc*0*128*lr-0.001,0.7339394092559814
(((conv*2)bnorm-)*2)fc*2*128*lr-0.01,0.09787879139184952
(((conv*2)bnorm-)*1)fc*2*256*lr-0.0001,0.6590909361839294
(((conv*3)pool-dropout)*2)fc*2*128*lr-0.01,0.09575757384300232
(((conv*2))*2)fc*2*128*lr-0.001,0.6424242258071899
(((conv*3)pool-)*2)fc*2*512*lr-0.01,0.10121212154626846
(((conv*3)pool-dropout)*3)fc*2*512*lr-0.001,0.10696969926357269
(((conv*3)bnorm-pool-dropout)*2)fc*1*256*lr-0.1,0.09272727370262146
(((conv*2))*3)fc*1*64*lr-0.0001,0.6618182063102722
(((conv*3)bnorm-pool-)*3)fc*1*512*lr-0.001,0.8454545736312866
(((conv*3)bnorm-pool-)*1)fc*1*256*lr-0.1,0.09939394146203995
(((conv*1)bnorm-pool-dropout)*3)fc*1*256*lr-0.1,0.10969696938991547
(((conv*2)bnorm-)*1)fc*1*64*lr-0.001,0.5751515030860901
(((conv*3)bnorm-pool-)*3)fc*2*128*lr-0.001,0.8448485136032104
(((conv*2)pool-dropout)*1)fc*1*64*lr-0.01,0.45363637804985046
(((conv*3)bnorm-)*3)fc*1*128*lr-0.01,0.09939394146203995
(((conv*3)pool-)*3)fc*2*256*lr-0.001,0.7545454502105713
(((conv*3)pool-dropout)*3)fc*0*256*lr-0.0001,0.8254545331001282
(((conv*2)bnorm-)*1)fc*2*256*lr-0.01,0.5906060338020325
(((conv*3))*1)fc*0*256*lr-0.001,0.6478787660598755
(((conv*2)pool-)*3)fc*0*512*lr-0.001,0.7684848308563232
(((conv*3)bnorm-pool-)*2)fc*2*512*lr-0.0001,0.7060605883598328
(((conv*3)bnorm-pool-)*2)fc*0*64*lr-0.001,0.8027272820472717
(((conv*1))*2)fc*2*128*lr-0.0001,0.632121205329895
(((conv*1))*2)fc*2*256*lr-0.01,0.3927272856235504
(((conv*1)pool-dropout)*3)fc*2*64*lr-0.001,0.7851515412330627
(((conv*3))*2)fc*2*128*lr-0.01,0.09272727370262146
(((conv*1)bnorm-)*2)fc*0*512*lr-0.001,0.5718181729316711
(((conv*3)pool-)*3)fc*1*512*lr-0.001,0.7551515102386475
(((conv*3)pool-dropout)*3)fc*2*256*lr-0.01,0.09272727370262146
(((conv*3)pool-dropout)*3)fc*0*512*lr-0.1,0.09787879139184952
(((conv*1)bnorm-pool-)*3)fc*2*128*lr-0.1,0.09575757384300232
(((conv*1)pool-dropout)*1)fc*2*64*lr-0.0001,0.6748484969139099
(((conv*2)bnorm-pool-)*1)fc*0*64*lr-0.1,0.47999998927116394
(((conv*3)bnorm-)*2)fc*1*64*lr-0.001,0.09939394146203995
(((conv*1)bnorm-pool-)*1)fc*1*256*lr-0.1,0.09878788143396378
(((conv*1)pool-)*3)fc*2*128*lr-0.001,0.7275757789611816
(((conv*1)bnorm-)*3)fc*1*512*lr-0.1,0.09969697147607803
